loss,accuracy,val_loss,val_accuracy
2.324962960756742,0.055384614,2.3029209971427917,0.1
2.3271048289078933,0.036153845,2.3021175384521486,0.13
2.3276662734838633,0.036153845,2.301865792274475,0.115
2.3240166865862335,0.048461538,2.30184086561203,0.11
2.3247597217559814,0.043846153,2.3027013897895814,0.1
2.321228445493258,0.05153846,2.3011690735816956,0.095
2.321440265728877,0.047692306,2.300711178779602,0.145
2.320318029477046,0.050769232,2.3003201603889467,0.095
2.319626155266395,0.05230769,2.300334930419922,0.11
2.319559330206651,0.04923077,2.300963854789734,0.1
2.318073419424204,0.056923077,2.301168751716614,0.1
2.3142332003666803,0.06923077,2.300498163700104,0.105
2.3146272054085366,0.06846154,2.300344431400299,0.11
2.3131116812045756,0.07461538,2.301333022117615,0.105
2.3118006779597358,0.066923074,2.301983368396759,0.1
2.3093990087509155,0.094615385,2.3021220564842224,0.105
2.311563014984131,0.09,2.3015911102294924,0.1
2.312006921034593,0.07,2.301609444618225,0.1
2.308386047069843,0.09,2.3019026160240172,0.085
2.310583511682657,0.073846154,2.301720893383026,0.115
2.3095580742909356,0.08,2.3020747780799864,0.1
2.3083076963057887,0.09076923,2.3017929434776305,0.1
2.306864626591022,0.08461539,2.301774251461029,0.11
2.3051487079033484,0.094615385,2.3012104272842406,0.1
2.304141593896426,0.08384615,2.3015161991119384,0.1
2.3026311856049757,0.09923077,2.301345872879028,0.09
2.3021939195119416,0.101538464,2.3008446097373962,0.105
2.3042750074313236,0.08,2.3012835025787353,0.1
2.3032718878525955,0.092307694,2.301523244380951,0.1
2.303895253401536,0.08615384,2.3009227991104124,0.105
2.299747280891125,0.101538464,2.3012308835983277,0.12
2.302420336466569,0.09538461,2.3012730479240417,0.1
2.29873750943404,0.11153846,2.3011929750442506,0.1
2.2999030269109286,0.08923077,2.3010618329048156,0.115
2.2985256259257976,0.101538464,2.3005549550056457,0.105
2.2982475262421826,0.11153846,2.300932598114014,0.135
2.299559460236476,0.1,2.3009327173233034,0.135
2.296843131688925,0.10692307,2.300710165500641,0.095
2.297626915344825,0.09538461,2.3002671718597414,0.15
2.2961177825927734,0.10769231,2.30024117231369,0.105
2.2944112695180454,0.11384615,2.3001330137252807,0.105
2.296033364075881,0.10692307,2.300051045417786,0.11
2.2934800991645226,0.11615384,2.3001693725585937,0.1
2.2950451218164885,0.10769231,2.2996532559394836,0.095
2.2973571071257957,0.1,2.299819540977478,0.11
2.2959652515558098,0.11769231,2.3001749157905578,0.13
2.293955514064202,0.11384615,2.3006752729415894,0.09
2.2913307584249054,0.12692308,2.3003795385360717,0.1
2.292453163403731,0.10769231,2.3001816034317017,0.115
2.2905056953430174,0.12615384,2.2994348287582396,0.115
2.2906869585697467,0.11923077,2.2997805953025816,0.1
2.2885437415196344,0.124615386,2.298131835460663,0.105
2.2878503927817713,0.13461539,2.298673129081726,0.1
2.2856964294727034,0.13,2.298405313491821,0.1
2.2878399977317225,0.13076924,2.2988813877105714,0.1
2.288013127216926,0.13461539,2.298844212293625,0.1
2.288450785783621,0.12769231,2.2989355981349946,0.1
2.2858747821587784,0.13307692,2.2989494025707247,0.1
2.2839736920136673,0.13076924,2.298466771841049,0.1
2.284346166023841,0.1376923,2.2987948656082153,0.1
2.28286468065702,0.14307693,2.297865056991577,0.1
2.283439178650196,0.12384615,2.2997959792613982,0.1
2.279606077304253,0.14153846,2.2965984761714937,0.1
2.2826937262828535,0.14307693,2.2984555900096892,0.1
2.2801809650201066,0.13461539,2.300300234556198,0.1
2.279441606081449,0.14153846,2.3006814777851106,0.1
2.274703922638526,0.1676923,2.300850880146027,0.1
2.2812995516336882,0.14538461,2.300967592000961,0.1
2.2737650907956635,0.15846154,2.300185489654541,0.1
2.2723052877646226,0.16153847,2.3025591671466827,0.1
2.279035983635829,0.14307693,2.296251285076141,0.1
2.274315324196449,0.14846154,2.300901103019714,0.1
2.2690548529991736,0.16615385,2.2973264336585997,0.1
2.2731077790260317,0.14384615,2.298962986469269,0.1
2.269160820887639,0.14923076,2.2977833092212676,0.1
2.268677434554467,0.16384615,2.2989465236663817,0.1
2.2711417885927054,0.14846154,2.2985400557518005,0.1
2.2596427724911616,0.16692308,2.300090128183365,0.1
2.2593329961483297,0.18923077,2.3027602553367617,0.105
2.259871082122509,0.16923077,2.301436710357666,0.105
2.259999276124514,0.16846153,2.302372133731842,0.1
2.2559008900935833,0.17230769,2.2950123131275175,0.1
2.244400780017559,0.17846154,2.297540730237961,0.11
2.2415793739832366,0.19615385,2.304163908958435,0.105
2.248748964529771,0.17846154,2.303432673215866,0.105
2.2417794355979335,0.19153847,2.3059180200099947,0.1
2.2406137347221375,0.18307692,2.3030953109264374,0.1
2.2360078261448786,0.19692308,2.3035292744636537,0.1
2.2331958789091844,0.21153846,2.307208073139191,0.1
2.235067338209886,0.21384615,2.3024309515953063,0.1
2.23004582295051,0.20461538,2.3019241631031035,0.1
2.227647034938519,0.22076923,2.303623449802399,0.1
2.2262047914358285,0.20461538,2.3049757301807405,0.105
2.2201393026572007,0.21692307,2.3075622737407686,0.1
2.2225380081396837,0.21384615,2.3112580239772798,0.1
2.2125600814819335,0.23692308,2.308440101146698,0.105
2.221073512847607,0.21384615,2.311058539152145,0.1
2.2165146433390106,0.22153845,2.3061144411563874,0.1
2.223409086924333,0.21076924,2.3074023365974425,0.1
2.2132121581297652,0.2223077,2.31807981133461,0.1
2.2215668880022488,0.21923077,2.3106287121772766,0.1
2.198669944359706,0.25076923,2.3072840571403503,0.105
2.207044147528135,0.24153847,2.317495954036713,0.1
2.2035436593569244,0.23769231,2.2948731780052185,0.105
