loss,accuracy,val_loss,val_accuracy
2.304886161364042,0.10538462,2.3051873803138734,0.095
2.304344870493962,0.09769231,2.3046407818794252,0.105
2.3033607372870812,0.10846154,2.3069652199745176,0.08
2.3062555844967183,0.08846154,2.3045759439468383,0.12
2.304906566326435,0.08230769,2.304006826877594,0.1
2.3026225108366747,0.11,2.300099277496338,0.135
2.3041682995282686,0.10461538,2.301876723766327,0.105
2.3031159987816445,0.113076925,2.302009129524231,0.12
2.304376404102032,0.103846155,2.3041503190994264,0.095
2.3056879905553966,0.09384616,2.3036787271499635,0.085
2.301427677961496,0.11384615,2.301557743549347,0.1
2.300545127575214,0.11923077,2.30728600025177,0.095
2.301945323210496,0.101538464,2.302663969993591,0.1
2.3017790959431577,0.10076923,2.300913465023041,0.13
2.3028007433964657,0.10307692,2.302510404586792,0.105
2.303964354441716,0.096923076,2.3025198101997377,0.09
2.304151039857131,0.08923077,2.302268159389496,0.095
2.3000818509321945,0.10769231,2.3015692830085754,0.085
2.302283941782438,0.10307692,2.299506938457489,0.12
2.3020847540635327,0.11076923,2.303641700744629,0.12
2.30239792236915,0.08923077,2.3019113659858705,0.095
2.3006168823975783,0.12,2.3052414417266847,0.085
2.3029440861481887,0.10923077,2.301065683364868,0.085
2.3039943328270547,0.101538464,2.3009281277656557,0.125
2.30261674110706,0.11153846,2.302057695388794,0.1
2.3026892863787136,0.101538464,2.3000823140144346,0.095
2.3016347665053147,0.10230769,2.305498993396759,0.09
2.3001832301800067,0.115384616,2.298200285434723,0.125
2.30103749862084,0.11923077,2.302517306804657,0.095
2.298960280418396,0.11384615,2.305674147605896,0.07
2.2995845629618716,0.115384616,2.297538137435913,0.115
2.299160144879268,0.09846154,2.30215722322464,0.07
2.3020921083597035,0.10692307,2.302422821521759,0.1
2.299069723716149,0.11230769,2.3019060373306273,0.115
2.2995359879273636,0.12,2.302773654460907,0.08
2.298245065028851,0.115384616,2.301150047779083,0.12
2.3003536095986,0.11923077,2.301588034629822,0.1
2.300488488490765,0.11692308,2.3012680053710937,0.1
2.2980936692311213,0.12153846,2.3044246673583983,0.085
2.2998886823654177,0.11461539,2.299935817718506,0.125
2.295239204626817,0.14307693,2.3023097991943358,0.1
2.2972669949898354,0.13076924,2.304105889797211,0.09
2.2956311794427724,0.12846154,2.301539933681488,0.085
2.2974233425580537,0.13076924,2.3015656232833863,0.105
2.2990451904443594,0.113076925,2.3018056750297546,0.1
2.297182853405292,0.12769231,2.3029194116592406,0.105
2.294941025513869,0.13076924,2.2989368081092834,0.125
2.298329599087055,0.12153846,2.3012234926223756,0.105
2.2967296251883873,0.12846154,2.302197349071503,0.1
2.294275945883531,0.13692307,2.3004632592201233,0.105
2.296303057670593,0.12615384,2.301429331302643,0.085
2.2977275940088124,0.13923077,2.3034003257751463,0.105
2.2951216514293966,0.12923077,2.3021902799606324,0.1
2.2956262019964364,0.13923077,2.3013699769973757,0.105
2.2956212759017944,0.13,2.3053399205207823,0.075
2.2952022222372204,0.12384615,2.299903964996338,0.13
2.2955371031394374,0.13923077,2.299525773525238,0.15
2.295911191059993,0.13538462,2.30064971446991,0.115
2.2941348240925716,0.12692308,2.30225647687912,0.1
2.2954909856502828,0.12923077,2.297484648227692,0.155
2.294024152022142,0.12692308,2.2994760870933533,0.13
2.296609722650968,0.124615386,2.302397346496582,0.095
2.294381020619319,0.14307693,2.2999645709991454,0.115
2.2928746718626756,0.14307693,2.2971020340919495,0.12
2.2946987757316,0.12384615,2.3000436663627624,0.1
2.293809569798983,0.13,2.2974815726280213,0.11
2.293583077650804,0.15076923,2.2957051753997804,0.125
2.294853377342224,0.11769231,2.2996805548667907,0.125
2.2927012810340295,0.14461538,2.298488450050354,0.15
2.291822158373319,0.13846155,2.3004492044448854,0.085
2.2902196920835056,0.15923077,2.2978967905044554,0.13
2.2919578423866858,0.14923076,2.2986644506454468,0.115
