loss,accuracy,val_loss,val_accuracy
2.338793081268025,0.13326941,2.3185125943776725,0.104395606
2.34248391619579,0.087248325,2.317511316892263,0.104395606
2.3262098012697434,0.09971237,2.3172474519626514,0.104395606
2.3194722155482292,0.092042185,2.3122859516659298,0.104395606
2.313484885548585,0.098753594,2.309021518037126,0.104395606
2.308564275131701,0.10162991,2.307355874293559,0.0989011
2.304746787705792,0.11025887,2.3072045042708114,0.093406595
2.3005994526331857,0.11888783,2.3066400676160246,0.0989011
2.297275398630195,0.126558,2.30706469754915,0.104395606
2.2942653094362093,0.12272292,2.3067761852934554,0.08791209
2.290778628245982,0.12847555,2.30681629438658,0.104395606
2.2879926650887596,0.14573346,2.307488554232829,0.104395606
2.2842979455154215,0.13998082,2.307294726371765,0.104395606
2.2809796253306756,0.147651,2.3072725566657812,0.104395606
2.277219369336034,0.15244487,2.306868282524315,0.104395606
2.2739162489643263,0.16107382,2.3061980266828797,0.104395606
2.2703433640279798,0.16970278,2.3048776710355603,0.104395606
2.2663446459079863,0.17353787,2.3039543628692627,0.104395606
2.262761224036249,0.18887824,2.30442772040496,0.104395606
2.259657283985946,0.19175455,2.305914624317272,0.104395606
2.255199281275558,0.20517737,2.3057493712451005,0.104395606
2.2513721166383958,0.2147651,2.3053975556347823,0.104395606
2.250987661307747,0.2080537,2.305618063823597,0.104395606
2.247100103850104,0.2080537,2.3070805459409147,0.0989011
2.241374741921832,0.22243528,2.307877276394818,0.093406595
2.2358904755812707,0.23298179,2.307958667342727,0.08791209
2.2310374746615227,0.24544583,2.307818908949156,0.104395606
2.224805794763428,0.25215724,2.3065058991715714,0.104395606
2.2235968709563476,0.25407478,2.3054574180293725,0.104395606
2.2231417069156243,0.25407478,2.3065701497567668,0.104395606
2.218813250528886,0.26653883,2.3052709102630615,0.10989011
2.215168901509315,0.27133268,2.304533629804044,0.13186814
2.2078058540192456,0.2818792,2.302928963223019,0.115384616
2.2019686460037815,0.29721954,2.3014844430459513,0.12087912
2.1962512680119546,0.30680728,2.300782835161364,0.115384616
2.1923614957531483,0.30680728,2.3022169164709143,0.115384616
2.192330066103949,0.30872482,2.3040795906169995,0.115384616
2.1820155369583962,0.31543624,2.3012944105509163,0.104395606
2.1768955482618235,0.31927133,2.299159771687276,0.10989011
2.1741809763821522,0.31543624,2.3002450981655636,0.12637363
2.171457827605543,0.32214764,2.3003576156255363,0.104395606
2.1695218470272604,0.32694152,2.3011776692158468,0.104395606
2.1727505373703324,0.33269414,2.2973369327751367,0.12087912
2.1691487809269905,0.31447747,2.297041435499449,0.12637363
2.156427726649598,0.3480345,2.2989897534653947,0.10989011
2.1530420141274953,0.35378715,2.297486672530303,0.13186814
2.1494843581493153,0.3633749,2.295421381254454,0.115384616
2.137457087535986,0.3739214,2.2947187971424414,0.14285715
2.1418486438113,0.36529243,2.2935176991127633,0.14285715
2.141282833091136,0.37008628,2.289529590993314,0.14285715
2.132081718252809,0.38159156,2.287787737073125,0.15934066
2.1216638349961,0.39309683,2.283884744386415,0.15934066
2.111437476378502,0.4046021,2.2814248155903174,0.1978022
2.1014619593652304,0.4122723,2.282359181223689,0.1923077
2.095102474193445,0.4189837,2.2840109644709408,0.17582418
2.090454962200995,0.4372004,2.2845439685357585,0.14835165
2.0853699069695186,0.4400767,2.2853720413671956,0.15934066
2.0785563976172634,0.4467881,2.2847164643777385,0.1978022
2.0773604014461586,0.44966444,2.2866885275454134,0.17032968
2.0726084434860392,0.45254076,2.286297417975761,0.15934066
2.0738796576328955,0.45637584,2.282734084773708,0.1978022
2.072621287915531,0.45541707,2.2768707372046806,0.18131869
2.0646343407214887,0.4621285,2.273094786180032,0.21428572
2.0498687379769374,0.48034516,2.2702905165182576,0.2032967
2.0457628611064482,0.4899329,2.2659335845225566,0.23076923
2.036046863859475,0.4966443,2.2658687604440226,0.21428572
2.0320640683517017,0.51198465,2.2680325089274227,0.1978022
2.0287595040960484,0.5167785,2.2712954959353886,0.16483517
2.0180281833857157,0.5302013,2.270802056467211,0.14835165
2.0120621236150127,0.53403646,2.2652505346246667,0.17032968
1.9985955088387743,0.5417066,2.257541746706576,0.1978022
1.9893914945745057,0.5465005,2.260274519791474,0.21428572
1.9803092812303158,0.5551294,2.2654490631979867,0.21428572
1.9767756762692021,0.5560882,2.2717396600826367,0.20879121
1.97562813038794,0.5599233,2.2670025181125952,0.22527473
1.969462404200809,0.56759346,2.266289839873443,0.20879121
1.9585347871652385,0.57334614,2.2709399461746216,0.22527473
1.9540480126127644,0.5800575,2.272467052614367,0.23076923
1.9409030733035373,0.5877277,2.2720334980938888,0.23076923
1.9370767395882684,0.590604,2.2701056454632735,0.21978022
1.9329409786747378,0.5915628,2.2703837317389413,0.22527473
1.928995807698909,0.6049856,2.2711157669892184,0.21428572
1.927881884666326,0.6011505,2.2718072259748303,0.18681319
1.9210535150703512,0.6107383,2.271153598218351,0.1923077
1.9105528084452292,0.61744964,2.2646061729740454,0.1978022
1.9004426165943749,0.63950145,2.2607913693866215,0.20879121
1.8884917830232235,0.6519655,2.2571186793817057,0.1923077
1.8753500291050795,0.6682646,2.2568461057302116,0.21428572
1.8647425734756777,0.68456376,2.2571551542024353,0.18131869
1.8559754471993744,0.6903164,2.2548828608280904,0.16483517
1.8489451747841255,0.69511026,2.2579391904779382,0.15384616
1.8424966001556338,0.7018217,2.266697487315616,0.12637363
1.8380473308115197,0.7037392,2.268961909654978,0.14835165
1.835471115084874,0.7037392,2.2651938844371484,0.14285715
1.829714439630737,0.7075743,2.26010465299761,0.15384616
1.8230092653492154,0.7123682,2.259524409835403,0.18681319
1.8177120599856427,0.71907955,2.263701310028901,0.1923077
1.8138903227428462,0.7286673,2.2609232051952466,0.1923077
1.8076773157284336,0.7363375,2.2533627684051925,0.2032967
1.799111430391255,0.7488015,2.2559640504218437,0.1978022
1.7947438046664772,0.7535954,2.2531852979917786,0.21428572
1.804310684578988,0.7430489,2.2588297901926815,0.1923077
1.8059801232437616,0.746884,2.255539868329022,0.18681319
1.804217032823901,0.7516779,2.2619608350702234,0.17582418
1.7931502229986804,0.7535954,2.257288704047332,0.17032968
1.7873510635482042,0.7612656,2.259634768640673,0.2032967
1.7853370365451875,0.7622244,2.264661402315707,0.16483517
1.788064229294072,0.7574305,2.2658810035602466,0.104395606
